STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Kerala,Wayanad,PMGSY-I,43,0,43,0,0,0,136.004,54.6217,134.354,46.0956,0
Kerala,Wayanad,PMGSY-III,11,2,4,0,7,2,69.09,66.20637,32.548,16.0796,36.542
"Madhya Pradesh",Alirajpur,PMGSY-III,21,20,21,12,0,8,205.02,189.05843,200.374,131.7002,0
"Madhya Pradesh",Anuppur,PMGSY-II,3,0,3,0,0,0,69.85,43.8586,65.6,34.6857,0
"Madhya Pradesh",Bhind,PMGSY-II,5,0,5,0,0,0,66.78,51.2411,66.528,53.8182,0
"Madhya Pradesh",Bhopal,PMGSY-III,7,8,2,4,5,4,79.61,87.115,52.064,37.1312,27.26
"Madhya Pradesh",Burhanpur,PMGSY-II,6,1,6,1,0,0,28.95,20.2889,28.88,16.6051,0
"Madhya Pradesh",Chhatarpur,PMGSY-I,485,4,485,4,0,0,1920.965,532.60199,1869.575,512.6195,0
"Madhya Pradesh",Chhindwara,PMGSY-II,8,11,8,11,0,0,165.48,124.733,157.827,110.7982,0
"Madhya Pradesh",Dhar,PMGSY-I,683,47,683,46,0,1,2717.93,940.72515,2592.773,902.1474,0
"Madhya Pradesh",Dhar,PMGSY-II,11,16,11,16,0,0,196.205,172.1021,189.208,148.5201,0
"Madhya Pradesh",Guna,PM-JANMAN,25,0,1,0,24,0,41.845,32.09175,7.253,0,34.415
"Madhya Pradesh",Harda,PMGSY-II,3,1,3,1,0,0,59.86,38.31338,57.5,36.4251,0
"Madhya Pradesh",Indore,PMGSY-III,13,20,9,10,4,10,150.895,179.26063,121.737,123.0682,28.147
"Madhya Pradesh",Khargone,PMGSY-I,479,38,479,37,0,1,2052.005,696.55118,1952.571,640.905,0
"Madhya Pradesh",Maihar,PM-JANMAN,1,0,0,0,1,0,2.85,2.43826,0,0,2.85
"Madhya Pradesh",Mandla,PMGSY-I,544,9,544,8,0,1,1947.315,511.81466,1927.235,488.1591,0
"Madhya Pradesh",Mandla,PMGSY-III,25,7,24,4,1,3,291.573,199.1078,289.694,117.1735,1.1
"Madhya Pradesh",Mandla,PM-JANMAN,63,0,11,0,52,0,133.445,87.37034,31.558,0,101.175
"Madhya Pradesh",Mandsour,PMGSY-II,5,7,5,7,0,0,93.581,71.2707,90.562,64.2365,0
"Madhya Pradesh",Niwari,PMGSY-III,8,2,8,0,0,2,68.258,55.21187,67.202,37.3788,0
"Madhya Pradesh",Pandhurna,PMGSY-III,2,2,1,2,1,0,37.6,29.9701,27.474,18.1417,10.04
"Madhya Pradesh",Panna,PMGSY-II,5,2,5,2,0,0,57.4,44.7128,55.681,40.1113,0
"Madhya Pradesh",Ratlam,PMGSY-I,406,20,406,20,0,0,1441.27,452.61312,1432.071,434.2625,0
"Madhya Pradesh",Ratlam,PMGSY-II,5,7,5,7,0,0,93.925,86.37772,94.187,76.223,0
"Madhya Pradesh",Sagar,PMGSY-II,13,8,13,8,0,0,178.727,151.28449,177.55,140.3944,0
"Madhya Pradesh",Satna,PMGSY-II,8,2,8,2,0,0,85.405,59.8967,84.673,55.7048,0
"Madhya Pradesh",Shahdol,PMGSY-I,376,12,376,12,0,0,1623.31,417.48167,1609.694,391.1052,0
"Madhya Pradesh",Shahdol,PM-JANMAN,42,0,9,0,33,0,84.779,58.64244,26.603,0,58.024
"Madhya Pradesh",Singrauli,PMGSY-I,296,8,296,7,0,1,1808.155,578.93949,1727.811,567.2492,0
"Madhya Pradesh",Singrauli,PMGSY-II,2,0,2,0,0,0,48.7,31.1032,48.682,28.4263,0
"Madhya Pradesh",Tikamgarh,PMGSY-III,15,2,15,1,0,1,147.44,103.93048,146.942,65.0683,0
"Madhya Pradesh",Umaria,PMGSY-I,278,12,278,12,0,0,1304.785,394.06145,1248.706,408.0965,0
"Madhya Pradesh",Umaria,PMGSY-III,12,6,12,3,0,3,116.02,98.3334,113.993,64.5866,0
"Madhya Pradesh",Vidisha,PMGSY-III,22,18,20,16,2,2,277.336,236.84604,270.665,187.9022,0.36
Maharashtra,Akola,PMGSY-II,5,5,5,5,0,0,43.2,32.0056,43.2,31.216,0
Maharashtra,Amrawati,PMGSY-III,28,22,27,0,1,22,180.125,172.03451,173.921,138.1841,2.67
Maharashtra,Beed,PMGSY-III,35,3,20,0,15,3,224.36,198.08618,137.96,124.0373,84.75
Maharashtra,Buldhana,PMGSY-II,6,2,6,2,0,0,46.25,24.2478,46.25,22.1955,0
Maharashtra,Chandrapur,PMGSY-I,108,2,108,2,0,0,642.66,177.0111,639.25,158.5197,0
Maharashtra,Chandrapur,PMGSY-III,23,18,21,0,2,18,164.166,179.18509,142.733,108.2368,19
Maharashtra,Gadchiroli,PMGSY-II,10,0,10,0,0,0,63.85,37.1005,63.622,25.7138,0
Maharashtra,Gondia,PMGSY-III,31,2,31,0,0,2,186.55,148.23996,184.344,63.7996,0
Maharashtra,Hingoli,PMGSY-I,170,20,170,20,0,0,488.07,101.0282,486.37,98.4918,0
Maharashtra,Hingoli,PMGSY-II,6,1,6,1,0,0,33.9,21.0556,33.9,19.3926,0
Maharashtra,Jalgaon,PMGSY-III,29,2,8,0,21,2,196.65,160.343,113.94,102.4067,81.58
Maharashtra,Jalna,PMGSY-III,26,20,21,0,5,20,149.075,164.24508,137.589,139.3419,9.35
Maharashtra,Latur,PMGSY-I,196,44,196,44,0,0,617.392,178.2271,617.392,186.0695,0
Maharashtra,Nashik,PMGSY-I,212,26,212,26,0,0,1221.777,350.47184,1102.245,330.6126,0
Maharashtra,Parbhani,PMGSY-I,165,18,165,18,0,0,474.795,116.425,454.067,137.3005,0
Maharashtra,Parbhani,PMGSY-II,7,6,7,6,0,0,49.38,39.0058,48.58,35.4389,0
Maharashtra,Pune,PMGSY-III,47,1,10,0,37,1,302.635,256.12758,131.706,173.4737,170.245
Maharashtra,Raigad,PMGSY-II,9,0,9,0,0,0,59.569,27.5518,59.122,25.4363,0
Maharashtra,Sangali,PMGSY-II,15,0,15,0,0,0,75.158,36.0634,74.769,36.1581,0
Maharashtra,Satara,PMGSY-II,18,0,18,0,0,0,111.795,57.3397,107.28,51.7698,0
Maharashtra,Solapur,PMGSY-I,288,16,288,16,0,0,1243.14,288.6699,1236.577,315.087,0
Maharashtra,Thane,PMGSY-I,43,0,43,0,0,0,115.012,38.8165,110.396,32.9066,0
Maharashtra,Wardha,PMGSY-I,137,9,137,9,0,0,976.956,240.7053,959.839,-31.8426,0
Maharashtra,Wardha,PMGSY-III,17,17,17,0,0,17,104.12,112.96683,101.796,82.8066,0
Manipur,"Imphal East",PMGSY-I,242,35,242,25,0,10,522.193,367.55554,529.163,352.8041,0
Manipur,"Imphal West",PMGSY-III,19,0,0,0,19,0,120.74,93.2818,0,0.3136,120.74
Manipur,Ukhrul,PMGSY-II,3,0,3,0,0,0,39,33.217,39,27.9998,0
Manipur,Ukhrul,PMGSY-III,9,0,0,0,9,0,92.25,76.8203,0,0.3864,92.25
Meghalaya,Ribhoi,PMGSY-I,129,3,129,3,0,0,557.943,292.3446,546.723,271.4277,0
Meghalaya,"South Garo Hills",PMGSY-III,6,7,2,0,4,7,40.385,83.90887,19.071,16.6128,21.314
Meghalaya,"West Garo Hills",PMGSY-I,261,38,260,38,1,0,897.868,664.54242,896.736,653.4213,0
Nagaland,Mon,PMGSY-I,36,0,35,0,1,0,313.72,57.8332,306.22,51.7305,7.5
Nagaland,Mon,PMGSY-II,1,2,1,2,0,0,21,26.1345,21,25.994,0
Nagaland,Phek,PMGSY-I,32,3,32,3,0,0,438.9,135.0624,438.9,138.7594,0
Odisha,Angul,PMGSY-I,310,16,310,16,0,0,1411.008,600.14673,1340.386,564.0837,0
Odisha,Balangir,PMGSY-I,923,28,923,28,0,0,2874.222,1080.0627,2748.716,980.823,0
Odisha,Balasore,PMGSY-II,28,0,28,0,0,0,140.4,68.72102,140.861,63.7939,0
Odisha,Balasore,PMGSY-III,51,3,33,1,18,2,372.201,265.25514,298.2,207.5865,74.71
Odisha,Bargarh,PMGSY-I,593,4,593,4,0,0,2056.541,714.37148,1945.182,693.789,0
Odisha,Bhadrak,PMGSY-I,455,5,455,5,0,0,1670.84,731.4234,1514.227,743.5553,0
Odisha,Cuttack,PMGSY-I,476,11,476,11,0,0,1943.923,893.19247,1899.696,901.7172,0
Odisha,Cuttack,PMGSY-III,69,5,34,1,35,4,418.366,250.8376,316.316,163.142,94.846
Odisha,Deogarh,PMGSY-III,14,3,14,1,0,2,90.01,62.88467,89.887,55.6056,0
Odisha,Dhenkanal,PMGSY-I,400,9,400,9,0,0,1202.851,457.51093,1153.66,436.0007,0
Odisha,Gajapati,PMGSY-II,12,0,12,0,0,0,83.01,42.8421,83.609,38.3411,0
Odisha,Ganjam,PMGSY-I,738,15,736,15,2,0,2713.993,1167.33081,2609.111,1184.5334,5.316
Odisha,Jagatsinghpur,PMGSY-III,40,0,20,0,20,0,238.588,131.20089,201.331,97.3288,37.052
Odisha,Jajpur,PMGSY-II,34,0,34,0,0,0,112.007,49.8446,109.56,43.5532,0
Odisha,Khurda,PMGSY-II,18,0,18,0,0,0,117.3,55.0978,120.067,64.3227,0
Odisha,Nawarangpur,PMGSY-III,46,5,31,0,15,5,301.296,217.7506,282.062,159.8872,18.427
Odisha,Nayagarh,PMGSY-III,41,4,22,1,19,3,253.776,163.30212,186.003,112.9218,65.252
Odisha,Nuapara,PMGSY-II,8,0,8,0,0,0,59.371,19.6178,59.292,16.837,0
Odisha,Rayagada,PMGSY-II,14,2,14,2,0,0,146.69,67.22425,149.158,57.6579,0
Odisha,Sambalpur,PMGSY-III,35,10,34,4,1,6,234.127,193.9159,221.722,158.0685,4.84
Puducherry,Puducherry,PMGSY-II,21,0,20,0,1,0,51.195,24.39268,48.027,29.7364,2.296
Punjab,Amritsar,PMGSY-III,33,7,14,0,19,7,299.161,286.37027,177.1,128.7162,121.846
Punjab,Faridkot,PMGSY-III,13,0,8,0,5,0,122.635,103.76198,110.36,86.0608,12.28
Punjab,Hoshiarpur,PMGSY-I,50,0,50,0,0,0,517.305,192.6273,516.616,170.6915,0
Punjab,Hoshiarpur,PMGSY-III,21,1,13,0,8,1,286.665,234.4038,187.181,118.4817,99.484
Punjab,Jalandhar,PMGSY-II,2,0,2,0,0,0,20.15,13.9106,20.15,11.7305,0
Punjab,Kapurthala,PMGSY-II,1,0,1,0,0,0,13.69,7.46961,13.69,6.2182,0
Punjab,Ludhiana,PMGSY-I,66,0,66,0,0,0,531.994,251.5569,531.995,241.9727,0
Punjab,Moga,PMGSY-II,10,1,10,1,0,0,110.76,68.2654,110.4,65.1958,0
Punjab,Mohali,PMGSY-III,4,0,3,0,1,0,31.94,25.61566,24.104,16.288,7.8
Punjab,Mukatsar,PMGSY-III,17,1,14,0,3,1,207.36,174.54428,166.19,124.7882,41.17
Punjab,Nawashahar,PMGSY-I,33,0,33,0,0,0,170.53,56.5777,170.53,53.6546,0
Punjab,Pathankot,PMGSY-I,25,0,25,0,0,0,109.035,50.9354,108.63,52.1967,0
Punjab,Ropar,PMGSY-I,39,0,39,0,0,0,200.02,74.2851,192.02,73.5183,0
Punjab,Sangrur,PMGSY-III,35,10,23,6,12,4,341.649,333.85229,230.915,186.9041,109.88
Punjab,"Tarn Taran",PMGSY-I,72,0,72,0,0,0,445.69,174.2062,445.19,162.7579,0
Punjab,"Tarn Taran",PMGSY-II,5,0,5,0,0,0,43.56,26.7321,43.66,21.0233,0
Punjab,"Tarn Taran",PMGSY-III,26,10,13,0,13,10,221.76,206.03385,109.786,78.6788,110.65
Rajasthan,Alwar,PMGSY-I,315,0,315,0,0,0,928.18,199.1915,912.885,176.5123,0
Rajasthan,Barmer,PMGSY-III,25,3,25,3,0,0,286.905,165.84077,285.005,124.6066,0
Rajasthan,Bharatpur,PMGSY-II,7,0,7,0,0,0,69.2,39.93924,69.2,30.9691,0
Rajasthan,Bharatpur,PMGSY-III,14,0,14,0,0,0,112.122,75.16447,111.942,62.2124,0
Rajasthan,Bhilwara,PMGSY-II,17,0,17,0,0,0,147.275,52.68093,147.275,43.2471,0
Rajasthan,Churu,PMGSY-I,295,0,295,0,0,0,1715.86,275.6133,1589.755,260.5425,0
Rajasthan,Churu,PMGSY-III,23,0,22,0,1,0,222.74,128.83,224.17,95.003,0.5
Rajasthan,Dausa,PMGSY-I,425,0,425,0,0,0,1277.855,274.8729,1247.286,233.8484,0
Rajasthan,Deeg,PMGSY-I,166,0,166,0,0,0,571.39,109.0053,553.75,103.8543,0
Rajasthan,Jaipur,PMGSY-II,18,0,18,0,0,0,153.417,70.7164,153.422,53.3629,0
Rajasthan,"Kotputli Behror",PMGSY-I,235,0,235,0,0,0,664.85,153.6479,646.386,135.4385,0
Rajasthan,"Kotputli Behror",PMGSY-III,17,0,15,0,2,0,130.193,80.36925,128.95,64.7831,0.393
Rajasthan,Nagaur,PMGSY-I,496,0,496,0,0,0,2278.645,366.0061,2191.9,313.3039,0
Rajasthan,Pratapgarh,PMGSY-II,8,0,8,0,0,0,70,31.2462,70,18.5287,0
Rajasthan,Rajsamand,PMGSY-II,11,0,11,0,0,0,98,47.70859,98,33.7092,0
Rajasthan,Rajsamand,PMGSY-III,23,0,22,0,1,0,245.15,182.49343,244.65,129.6595,0.5
Rajasthan,Salumbar,PMGSY-II,4,0,4,0,0,0,44,21.9598,44,13.1185,0
Rajasthan,Tonk,PMGSY-II,10,0,10,0,0,0,84.075,40.187,84.075,32.0331,0
Sikkim,North,PMGSY-I,112,14,102,9,10,5,451.009,290.9943,409.731,287.1253,34.52
Sikkim,Pakyong,PMGSY-III,5,3,1,0,4,3,24.41,28.89882,10.1,6.4835,14.25
Sikkim,Soreng,PMGSY-II,3,0,1,0,2,0,18,15.584,16.2,10.3917,1.6
Sikkim,South,PMGSY-I,258,14,257,14,1,0,1421.72,594.2179,1408.583,597.3067,0
Sikkim,"West Sikkim",PMGSY-I,114,17,104,12,10,5,739.951,379.2239,705.171,363.6268,23.575
"Tamil Nadu",Coimbatore,PMGSY-II,56,2,56,2,0,0,183.305,79.52724,183.03,80.3042,0
"Tamil Nadu",Cuddalore,PMGSY-II,27,0,27,0,0,0,87.289,37.9344,87.289,38.6719,0
"Tamil Nadu",Dharmapuri,PMGSY-III,66,3,42,1,24,2,287.091,175.52903,270.505,132.1876,16.58
"Tamil Nadu",Dindigul,PMGSY-I,274,0,274,0,0,0,604.428,151.42387,594.451,131.858,0
"Tamil Nadu",Dindigul,PMGSY-II,34,0,34,0,0,0,120.746,56.06482,120.748,55.4039,0
"Tamil Nadu",Erode,PMGSY-II,11,0,11,0,0,0,28.672,9.70103,28.672,10.0326,0
"Tamil Nadu",Kallakurichi,PMGSY-II,29,3,29,3,0,0,95.684,48.27062,95.684,53.3121,0
"Tamil Nadu",Karur,PMGSY-II,26,0,26,0,0,0,83.439,32.8887,83.439,32.5093,0
"Tamil Nadu",Krishnagiri,PMGSY-III,49,8,35,5,14,3,198.32,148.42358,191.405,96.881,6.76
"Tamil Nadu",Mayiladuthurai,PMGSY-I,255,6,255,6,0,0,471.007,243.27293,468.107,230.6614,0
"Tamil Nadu",Namakkal,PMGSY-II,30,0,30,0,0,0,86.151,31.75087,86.156,33.0551,0
"Tamil Nadu",Pudukkottai,PMGSY-I,317,2,317,2,0,0,734.32,217.13178,734.418,175.4299,0
"Tamil Nadu",Ranipet,PMGSY-III,7,0,7,0,0,0,18.032,9.47379,18.03,9.2599,0
"Tamil Nadu",Salem,PMGSY-III,97,0,80,0,17,0,396.459,244.90621,331.697,128.0452,63.863
"Tamil Nadu",Sivagangai,PMGSY-III,120,4,113,4,7,0,597.397,393.79714,555.492,259.0164,40.143
"Tamil Nadu",Thanjavur,PMGSY-II,22,0,22,0,0,0,87.974,43.71158,87.974,45.8812,0
"Tamil Nadu",Theni,PMGSY-II,2,0,2,0,0,0,6.7,2.4943,6.7,2.521,0
"Tamil Nadu",Tiruchirappalli,PMGSY-I,268,1,268,1,0,0,552.955,140.1259,545.514,123.8914,0
"Tamil Nadu",Tirunelveli,PMGSY-III,46,0,39,0,7,0,192.225,102.1219,177.445,66.5062,14.775
"Tamil Nadu",Tiruppur,PMGSY-III,83,1,75,1,8,0,352.71,191.14128,349.214,116.096,3.505
"Tamil Nadu",Tiruvallur,PMGSY-III,32,0,28,0,4,0,96.01,55.45871,91.315,35.6533,0.709
"Tamil Nadu",Tiruvannamalai,PMGSY-II,27,0,27,0,0,0,97.4,33.20386,97.4,31.5563,0
"Tamil Nadu",Tuticorin,PMGSY-III,36,2,23,1,13,1,164.34,101.52025,147.85,59.1579,16.48
Telangana,Adilabad,PMGSY-III,7,7,5,4,2,3,60.545,62.04833,44.62,46.8793,15.05
Telangana,Adilabad,PM-JANMAN,15,0,0,0,15,0,43.875,44.28494,0,0,43.875
Telangana,"Bhadradri Kothagudem",RCPLWEA,30,38,5,20,25,18,239.41,331.14342,103.89,133.0505,134.77
Telangana,"Bhadradri Kothagudem",PMGSY-III,13,9,10,6,3,3,94.782,87.07731,76.014,55.2459,15.42
Telangana,Jangoan,PMGSY-II,3,1,3,1,0,0,16.675,9.695,16.69,8.4956,0
Telangana,"Jogulamba Gadwal",PMGSY-III,7,1,3,0,4,1,37.176,18.63608,15.17,6.7208,21.709
Telangana,Mancherial,PMGSY-I,83,24,81,22,2,2,399.965,162.07359,368.755,204.1638,12.999
Telangana,Mancherial,RCPLWEA,21,21,8,11,13,10,144.886,220.6134,73.014,118.3623,71.482
Telangana,Mancherial,PM-JANMAN,2,0,0,0,2,0,3.25,2.835,0,0,3.25
Telangana,Medak,PMGSY-I,99,6,99,6,0,0,314.96,60.9081,311.917,110.594,0
Telangana,Nagarkurnool,PMGSY-II,3,0,3,0,0,0,35.165,18.185,34.405,15.9254,0
Telangana,Nagarkurnool,PMGSY-III,11,4,9,1,2,3,70.486,51.73822,65.379,36.2104,3.125
Telangana,Nalgonda,PMGSY-III,20,6,6,1,14,5,134.721,93.76009,52.858,44.5449,81.056
Telangana,Narayanpet,PMGSY-II,3,0,3,0,0,0,30.29,18.952,29.853,14.4262,0
Telangana,Peddapalli,PMGSY-I,63,0,63,0,0,0,159.708,22.7232,157.155,40.031,0
Telangana,Peddapalli,PMGSY-II,3,1,3,1,0,0,22.95,13.7895,20.073,12.1216,0
Telangana,"Rajanna Sircilla",PMGSY-I,49,4,49,4,0,0,151.225,28.7581,143.795,53.3743,0
Telangana,"Rajanna Sircilla",PMGSY-III,12,4,1,2,11,2,80.699,58.18098,31.413,25.879,49.532
Telangana,Wanaparthy,PMGSY-II,1,0,1,0,0,0,6.82,4.0783,6.2,2.8984,0
Telangana,Warangal,PMGSY-I,86,4,86,4,0,0,191.539,52.7477,191.579,85.6202,0
Telangana,Warangal,PMGSY-II,4,1,4,1,0,0,27.51,16.3862,23.9,13.4793,0
Telangana,Warangal,PMGSY-III,16,7,9,2,7,5,104.89,104.21227,84.06,70.1408,19.658
Telangana,"Yadadri Bhongiri",PMGSY-II,6,1,6,1,0,0,34,16.2395,31.98,14.415,0
Telangana,"Yadadri Bhongiri",PMGSY-III,15,5,10,3,5,2,69.49,60.61963,41.211,36.0773,24.505
Tripura,Dhalai,PMGSY-II,4,1,3,0,1,1,47.662,70.73037,15.159,35.1477,32.164
Tripura,Dhalai,PMGSY-III,12,3,0,0,12,3,106.886,104.16121,0,0,106.886
Tripura,Gomati,PMGSY-I,186,11,186,11,0,0,796.534,498.7943,765.916,482.446,0
Tripura,Gomati,PMGSY-II,7,0,7,0,0,0,54.642,53.23826,53.899,56.8513,0
Tripura,Gomati,PMGSY-III,20,1,1,0,19,1,148.475,144.96541,10.103,10.1197,138.372
Tripura,Gomati,PM-JANMAN,25,0,0,0,25,0,44.103,44.6882,0,0,44.103
Tripura,"North Tripura",PMGSY-I,121,8,111,5,10,3,485.811,323.1304,438.308,277.4315,42.397
Tripura,Sepahijala,PMGSY-III,15,0,0,0,15,0,114.393,101.17027,0,0,114.393
Tripura,Unakoti,PMGSY-II,3,0,3,0,0,0,17.488,16.9733,17.488,18.5313,0
Tripura,Unakoti,PM-JANMAN,4,0,0,0,4,0,14.021,13.26158,0,0,14.021
"Uttar Pradesh",Agra,PMGSY-III,47,0,46,0,1,0,393.52,308.27603,385.837,245.1146,0.4
"Uttar Pradesh",Amethi,PMGSY-II,17,0,17,0,0,0,106.3,71.95935,106.275,64.0155,0
"Uttar Pradesh",Ayodhya,PMGSY-II,13,0,13,0,0,0,94.1,66.2903,93.87,59.98,0
"Uttar Pradesh",Ayodhya,PMGSY-III,39,0,39,0,0,0,278.575,197.3226,277.43,166.2873,0
"Uttar Pradesh",Badaun,PMGSY-I,250,0,250,0,0,0,596.54,119.03666,587.249,114.3385,0
"Uttar Pradesh",Baghpat,PMGSY-II,16,0,16,0,0,0,118.61,51.37971,117.696,48.9855,0
"Uttar Pradesh",Ballia,PMGSY-I,227,0,226,0,1,0,527.491,156.7021,516.362,143.2851,8.7
"Uttar Pradesh",Banda,PMGSY-II,12,0,12,0,0,0,97.62,56.1237,96.65,52.8161,0
"Uttar Pradesh",Bareilly,PMGSY-II,9,0,9,0,0,0,85.25,41.12541,83.25,41.1244,0
"Uttar Pradesh",Bijnor,PMGSY-I,240,0,240,0,0,0,607.99,117.6318,597.435,106.644,0
"Uttar Pradesh",Deoria,PMGSY-I,173,0,173,0,0,0,578.835,182.1108,572.889,162.2231,0
"Uttar Pradesh",Etawah,PMGSY-I,245,0,245,0,0,0,562.59,143.5727,548.383,136.8036,0
"Uttar Pradesh",Farrukhabad,PMGSY-I,214,0,214,0,0,0,442.285,129.7255,424.764,114.2146,0
"Uttar Pradesh",Firozabad,PMGSY-II,15,0,15,0,0,0,108.25,77.283,103.32,61.2354,0
"Uttar Pradesh",Ghaziabad,PMGSY-II,11,0,11,0,0,0,112.855,53.45658,112.005,44.5876,0
"Uttar Pradesh",Ghazipur,PMGSY-II,12,0,12,0,0,0,89.9,40.2722,89.475,36.448,0
"Uttar Pradesh",Ghazipur,PMGSY-III,62,0,49,0,13,0,417.405,303.30394,406.31,225.3047,5.1
"Uttar Pradesh",Hapur,PMGSY-I,131,0,131,0,0,0,424.57,100.07328,425.04,94.6871,0
"Uttar Pradesh",Hapur,PMGSY-III,13,0,13,0,0,0,95.33,66.6637,92.575,58.4761,0
"Uttar Pradesh",Hathras,PMGSY-I,189,0,189,0,0,0,440.1,105.9981,429.017,98.7266,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-II,15,0,15,0,0,0,106.62,52.59766,95.061,41.7657,0
"Uttar Pradesh",Jalaun,PMGSY-II,12,0,12,0,0,0,113.8,72.8806,114.1,62.0542,0
"Uttar Pradesh",Jhansi,PMGSY-II,14,0,14,0,0,0,110.42,70.2237,110.24,64.3545,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-II,11,0,11,0,0,0,111.745,99.67319,110.785,78.3722,0
"Uttar Pradesh",Kasganj,PMGSY-III,12,0,12,0,0,0,90.35,55.0185,87.7,43.4667,0
"Uttar Pradesh",Kaushambi,PMGSY-II,18,0,18,0,0,0,120.515,84.9463,119.265,76.4863,0
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-II,13,0,13,0,0,0,93.825,59.505,92.27,52.9726,0
"Uttar Pradesh",Lalitpur,PMGSY-III,18,0,15,0,3,0,157.17,132.22589,153.212,99.8711,3.82
"Uttar Pradesh",Lucknow,PMGSY-I,286,0,286,0,0,0,704.295,173.87,690.081,161.0642,0
"Uttar Pradesh",Mahoba,PMGSY-I,94,0,94,0,0,0,418.29,105.789,414.5,103.4036,0
"Uttar Pradesh",Mau,PMGSY-I,214,0,214,0,0,0,573.175,156.0495,572.837,154.6465,0
"Uttar Pradesh",Mau,PMGSY-II,11,0,11,0,0,0,109,55.55237,107.36,54.635,0
"Uttar Pradesh",Mirzapur,PMGSY-III,23,0,22,0,1,0,187.965,120.91011,176.83,97.6285,5.7
"Uttar Pradesh",Muzaffarnagar,PMGSY-III,25,0,25,0,0,0,234.3,146.4625,236.288,132.0135,0
"Uttar Pradesh",Pilibhit,PMGSY-I,201,0,201,0,0,0,652.975,146.95,640.109,144.1701,0
"Uttar Pradesh",Prayagraj,PMGSY-III,66,0,54,0,12,0,478.542,436.48762,404.726,332.5562,66.165
"Uttar Pradesh",Rampur,PMGSY-I,274,0,274,0,0,0,776.525,183.53337,750.727,176.2981,0
"Uttar Pradesh","S.K. Nagar",PMGSY-II,9,0,9,0,0,0,84.1,48.7657,83.59,37.6026,0
"Uttar Pradesh",Sambhal,PMGSY-II,14,0,14,0,0,0,108.672,56.49558,108.359,49.2546,0
"Uttar Pradesh",Sambhal,PMGSY-III,26,0,26,0,0,0,189.365,132.8244,184.985,104.3768,0
"Uttar Pradesh",Shahjahanpur,PMGSY-III,52,0,49,0,3,0,373.55,272.22879,365.745,232.0543,4.326
"Uttar Pradesh",Shamli,PMGSY-I,47,0,47,0,0,0,193.67,54.2126,193.41,52.7319,0
"Uttar Pradesh",Shrawasti,PMGSY-III,20,0,20,0,0,0,111.432,78.57414,109.781,71.0568,0
"Uttar Pradesh",Sitapur,PMGSY-I,384,0,384,0,0,0,992.655,327.422,957.959,301.1009,0
"Uttar Pradesh",Sonebhadra,PMGSY-I,170,0,170,0,0,0,896.93,257.4752,870.422,230.5315,0
Uttarakhand,Chamoli,PMGSY-I,237,104,224,87,13,17,2370.62,1374.80472,2296.423,1379.5257,33.735
Uttarakhand,Chamoli,PMGSY-II,9,3,9,3,0,0,92.015,73.2904,91.495,79.5079,0
Uttarakhand,Champawat,PMGSY-III,8,0,0,0,8,0,85.362,67.91754,49.5,33.118,35.862
Uttarakhand,Haridwar,PMGSY-II,5,0,5,0,0,0,31.637,11.6719,31.637,11.4635,0
Uttarakhand,Nainital,PMGSY-III,9,0,3,0,6,0,96.283,75.4575,54.212,38.7865,42.063
Uttarakhand,Pithoragarh,PMGSY-I,233,44,224,39,9,5,2154.874,1281.8412,2089.819,1227.331,15.548
Uttarakhand,Rudraprayag,PMGSY-I,135,26,129,21,6,5,1292.89,675.7518,1262.473,682.2498,11.65
Uttarakhand,Rudraprayag,PMGSY-II,7,2,7,2,0,0,44.915,36.24517,43.2,37.4478,0
Uttarakhand,"Udham Singh Nagar",PMGSY-III,5,0,0,0,5,0,24.589,18.835,6.627,3.1299,17.962
Uttarakhand,Uttarkashi,PMGSY-I,177,26,160,24,17,2,1360.523,700.28381,1306.908,672.7039,33.505
"West Bengal",Cooch-Behar,PMGSY-II,6,4,6,4,0,0,76.575,84.53225,76.113,76.2672,0
"West Bengal",Darjeeling,PMGSY-III,14,0,2,0,12,0,108.784,85.9858,8.297,15.4514,100.487
"West Bengal","Paschim Burdwan",PMGSY-II,4,0,4,0,0,0,36.12,22.78042,35.679,17.8088,0
"West Bengal","Paschim Medinipur",PMGSY-II,19,4,19,4,0,0,169.63,165.81221,169.39,133.7978,0
